TIME,TEMP,HUM,BATT,LIGHT,NOISE_A,PRESS,CCS811_VOCS,CCS811_ECO2,ADC_48_0,ADC_48_1,ADC_48_2,ADC_48_3,PM_1,PM_25,PM_10
2020-09-02T22:14:49Z,26.68,60.73,99,0,26.95,101.91,12.00,480.00,0.210133,0.216711,0.228578,0.215344,null,null,null
2020-09-02T22:15:19Z,26.66,60.68,99,0,27.75,101.91,11.00,476.00,0.209609,0.216727,0.226453,0.215625,null,null,null
2020-09-02T22:15:49Z,26.71,60.66,99,0,26.87,101.91,11.00,476.00,0.209234,0.216836,0.228039,0.214906,null,null,null
2020-09-02T22:16:19Z,26.71,60.70,99,0,31.86,101.91,12.00,480.00,0.208727,0.215531,0.226562,0.214953,null,null,null
2020-09-02T22:16:49Z,26.71,60.68,99,0,28.17,101.91,12.00,480.00,0.208813,0.216977,0.228969,0.215359,null,null,null
2020-09-02T22:17:19Z,26.71,60.69,99,0,28.37,101.91,12.00,480.00,0.209695,0.217492,0.227719,0.214977,null,null,null
2020-09-02T22:17:49Z,26.69,60.71,99,0,29.62,101.91,12.00,480.00,0.210750,0.216617,0.227141,0.214695,null,null,null
2020-09-02T22:18:19Z,26.66,60.72,99,0,29.31,101.91,11.00,476.00,0.209656,0.216758,0.228047,0.215227,null,null,null
2020-09-02T22:18:49Z,26.71,60.67,99,0,25.65,101.91,11.00,476.00,0.209766,0.217383,0.228352,0.215414,null,null,null
2020-09-02T22:19:19Z,26.69,60.70,99,0,28.12,101.91,13.00,486.00,0.209391,0.216391,0.227969,0.215023,null,null,null
2020-09-02T22:19:49Z,26.68,60.68,99,0,27.73,101.92,13.00,486.00,0.210109,0.216555,0.229258,0.214828,null,null,null
2020-09-02T22:20:19Z,26.71,60.68,99,0,27.28,101.92,13.00,486.00,0.208453,0.218070,0.228180,0.215484,null,null,null
2020-09-02T22:20:49Z,26.68,60.72,99,0,26.99,101.92,13.00,486.00,0.209656,0.217625,0.230500,0.215047,null,null,null
2020-09-02T22:21:19Z,26.68,60.70,99,0,28.15,101.92,13.00,486.00,0.209039,0.217766,0.227891,0.215172,null,null,null
2020-09-02T22:21:49Z,26.68,60.74,99,0,26.91,101.92,13.00,486.00,0.209344,0.216258,0.228672,0.215406,null,null,null
2020-09-02T22:22:19Z,26.71,60.76,99,0,28.15,101.92,14.00,492.00,0.208703,0.215820,0.226844,0.215273,null,null,null
2020-09-02T22:22:49Z,26.69,60.73,99,0,25.59,101.92,14.00,492.00,0.209711,0.216805,0.229898,0.215891,null,null,null
2020-09-02T22:23:19Z,26.68,60.74,99,0,24.83,101.92,13.00,486.00,0.209609,0.217336,0.227633,0.215391,null,null,null
2020-09-02T22:23:49Z,26.68,60.74,99,0,29.32,101.92,13.00,486.00,0.209734,0.216461,0.227750,0.215273,null,null,null
2020-09-02T22:24:19Z,26.68,60.67,99,0,27.64,101.92,12.00,480.00,0.209250,0.216992,0.228719,0.215828,null,null,null
2020-09-02T22:24:49Z,26.68,60.71,99,0,27.16,101.93,12.00,480.00,0.210305,0.217852,0.226891,0.215211,null,null,null
2020-09-02T22:25:19Z,26.66,60.72,99,0,27.32,101.92,14.00,492.00,0.211047,0.217781,0.227984,0.215258,null,null,null
2020-09-02T22:25:49Z,26.69,60.71,99,0,27.78,101.92,14.00,492.00,0.210375,0.219086,0.227789,0.214805,null,null,null
2020-09-02T22:26:19Z,26.65,60.71,99,0,29.27,101.92,14.00,492.00,0.209602,0.216922,0.228352,0.214898,null,null,null
2020-09-02T22:26:49Z,26.68,60.72,99,0,33.66,101.92,14.00,492.00,0.209695,0.216055,0.228414,0.214547,null,null,null
2020-09-02T22:27:19Z,26.66,60.71,99,0,25.82,101.93,14.00,492.00,0.209391,0.217125,0.227695,0.214758,null,null,null
2020-09-02T22:27:49Z,26.69,60.71,99,0,29.82,101.93,14.00,492.00,0.208820,0.216820,0.228008,0.216102,null,null,null
2020-09-02T22:28:19Z,26.68,60.75,99,0,37.01,101.93,13.00,486.00,0.211055,0.218023,0.229836,0.216578,null,null,null
2020-09-02T22:28:49Z,26.66,60.73,99,0,26.87,101.93,13.00,486.00,0.211430,0.216727,0.226930,0.214273,null,null,null
2020-09-02T22:29:19Z,26.66,60.72,99,0,27.36,101.93,13.00,486.00,0.209805,0.217195,0.227016,0.215227,null,null,null
2020-09-02T22:29:49Z,26.69,60.73,99,0,27.20,101.92,13.00,486.00,0.210203,0.217375,0.227859,0.214742,null,null,null
2020-09-02T22:30:19Z,26.66,60.73,99,0,28.63,101.93,14.00,492.00,0.208922,0.216977,0.227750,0.215195,null,null,null
2020-09-02T22:30:49Z,26.69,60.73,99,0,27.40,101.93,14.00,492.00,0.207891,0.216906,0.228617,0.215039,null,null,null
2020-09-02T22:31:19Z,26.69,60.75,99,0,27.32,101.93,13.00,486.00,0.210688,0.217711,0.228695,0.215273,null,null,null
2020-09-02T22:31:49Z,26.66,60.70,99,0,29.89,101.93,13.00,486.00,0.209781,0.216703,0.228352,0.215297,null,null,null
2020-09-02T22:32:19Z,26.69,60.73,99,0,26.84,101.93,14.00,496.00,0.211375,0.217141,0.227609,0.215000,null,null,null
2020-09-02T22:32:49Z,26.69,60.73,99,0,30.55,101.93,14.00,496.00,0.210227,0.216609,0.227516,0.215695,null,null,null
2020-09-02T22:33:19Z,26.68,60.69,99,0,24.93,101.93,14.00,496.00,0.210625,0.217258,0.229266,0.215594,null,null,null
2020-09-02T22:33:49Z,26.68,60.70,99,0,27.12,101.93,14.00,496.00,0.210648,0.217648,0.229281,0.215609,null,null,null
2020-09-02T22:34:19Z,26.69,60.75,99,0,29.17,101.93,14.00,492.00,0.210047,0.217117,0.227961,0.215359,null,null,null
2020-09-02T22:34:49Z,26.68,60.71,99,0,29.26,101.93,14.00,492.00,0.206883,0.216078,0.227375,0.215195,null,null,null
2020-09-02T22:35:19Z,26.66,60.72,99,0,27.96,101.93,14.00,496.00,0.211797,0.218156,0.227328,0.215547,null,null,null
2020-09-02T22:35:49Z,26.66,60.77,99,0,28.22,101.93,14.00,496.00,0.209617,0.215672,0.228617,0.215500,null,null,null
2020-09-02T22:36:19Z,26.66,60.73,99,0,26.71,101.93,14.00,492.00,0.209187,0.216680,0.227836,0.214687,null,null,null
2020-09-02T22:36:49Z,26.68,60.74,99,0,28.34,101.93,14.00,492.00,0.210086,0.216102,0.228945,0.214281,null,null,null
2020-09-02T22:37:19Z,26.69,60.72,99,0,26.06,101.93,14.00,496.00,0.209211,0.216445,0.227789,0.215953,null,null,null
2020-09-02T22:37:49Z,26.69,60.72,99,0,26.78,101.93,14.00,496.00,0.209531,0.216750,0.228406,0.215258,null,null,null
2020-09-02T22:38:19Z,26.65,60.72,99,0,26.53,101.93,14.00,492.00,0.210703,0.218203,0.227531,0.215117,null,null,null
2020-09-02T22:38:49Z,26.68,60.69,99,0,27.12,101.93,14.00,492.00,0.209187,0.217438,0.228719,0.215523,null,null,null
2020-09-02T22:39:19Z,26.68,60.72,99,0,27.75,101.93,14.00,496.00,0.210562,0.217141,0.229133,0.215273,null,null,null
2020-09-02T22:39:49Z,26.69,60.75,99,0,25.84,101.93,14.00,496.00,0.209305,0.217078,0.226930,0.214914,null,null,null
2020-09-02T22:40:19Z,26.68,60.69,99,0,24.58,101.93,14.00,492.00,0.210828,0.218484,0.227117,0.215141,null,null,null
2020-09-02T22:40:49Z,26.68,60.69,99,0,27.59,101.93,14.00,492.00,0.210945,0.217406,0.228258,0.214961,null,null,null
2020-09-02T22:41:19Z,26.66,60.70,99,0,28.02,101.93,15.00,501.00,0.209359,0.217391,0.228844,0.215344,null,null,null
2020-09-02T22:41:49Z,26.68,60.69,99,0,28.52,101.93,15.00,501.00,0.208195,0.217023,0.227984,0.214734,null,null,null
2020-09-02T22:42:19Z,26.68,60.71,99,0,26.67,101.94,15.00,501.00,0.208758,0.217242,0.228375,0.215602,null,null,null
2020-09-02T22:42:49Z,26.66,60.71,99,0,29.03,101.93,15.00,501.00,0.209234,0.217672,0.228828,0.215406,null,null,null
2020-09-02T22:43:19Z,26.68,60.75,99,0,26.41,101.94,15.00,501.00,0.210289,0.218187,0.227461,0.214867,null,null,null
2020-09-02T22:43:49Z,26.66,60.69,99,0,28.06,101.94,15.00,501.00,0.208734,0.217023,0.228125,0.215633,null,null,null
2020-09-02T22:44:19Z,26.68,60.66,99,0,28.14,101.94,15.00,501.00,0.209844,0.216773,0.229305,0.214813,null,null,null
2020-09-02T22:44:49Z,26.66,60.69,99,0,25.67,101.94,15.00,501.00,0.211477,0.217195,0.227055,0.214414,null,null,null
2020-09-02T22:45:19Z,26.66,60.73,99,0,25.79,101.94,15.00,501.00,0.209555,0.217297,0.229672,0.215469,null,null,null
2020-09-02T22:45:49Z,26.68,60.72,99,0,30.96,101.94,15.00,501.00,0.208406,0.216109,0.228586,0.216133,null,null,null
2020-09-02T22:46:19Z,26.68,60.69,99,0,26.95,101.94,15.00,501.00,0.209531,0.216266,0.227398,0.214500,null,null,null
2020-09-02T22:46:49Z,26.66,60.71,99,0,25.38,101.94,15.00,501.00,0.208922,0.216742,0.230086,0.215562,null,null,null
2020-09-02T22:47:19Z,26.66,60.71,99,0,28.09,101.94,15.00,501.00,0.209680,0.216422,0.228086,0.215406,null,null,null
2020-09-02T22:47:49Z,26.69,60.75,99,0,26.48,101.94,15.00,501.00,0.208609,0.216891,0.228391,0.214594,null,null,null
2020-09-02T22:48:19Z,26.66,60.70,99,0,27.45,101.94,16.00,508.00,0.208438,0.216617,0.227898,0.215672,null,null,null
2020-09-02T22:48:49Z,26.68,60.72,99,0,30.01,101.94,16.00,508.00,0.209992,0.217289,0.227445,0.215070,null,null,null
2020-09-02T22:49:19Z,26.66,60.67,99,0,26.57,101.94,16.00,508.00,0.210305,0.217266,0.229086,0.215625,null,null,null
2020-09-02T22:49:49Z,26.66,60.74,99,0,24.65,101.94,16.00,508.00,0.210164,0.217187,0.227625,0.215156,null,null,null
2020-09-02T22:50:19Z,26.68,60.73,99,0,27.32,101.94,16.00,508.00,0.208195,0.216258,0.228938,0.214891,null,null,null
2020-09-02T22:50:49Z,26.68,60.72,99,0,26.78,101.94,16.00,508.00,0.209930,0.217453,0.227187,0.214195,null,null,null
2020-09-02T22:51:19Z,26.66,60.68,99,0,26.14,101.94,15.00,502.00,0.210367,0.217727,0.228289,0.215031,null,null,null
2020-09-02T22:51:49Z,26.65,60.71,99,0,28.07,101.94,15.00,502.00,0.210000,0.217234,0.227828,0.215469,null,null,null
2020-09-02T22:52:19Z,26.68,60.77,99,0,27.73,101.94,16.00,508.00,0.210547,0.217492,0.228406,0.215641,null,null,null
2020-09-02T22:52:49Z,26.66,60.70,99,0,26.82,101.94,16.00,508.00,0.208789,0.217195,0.231500,0.215281,null,null,null
2020-09-02T22:53:19Z,26.68,60.74,99,0,26.11,101.94,16.00,508.00,0.210367,0.218484,0.229672,0.215453,null,null,null
2020-09-02T22:53:49Z,26.66,60.70,99,0,26.97,101.94,16.00,508.00,0.209305,0.218273,0.227852,0.215813,null,null,null
2020-09-02T22:54:19Z,26.66,60.70,99,0,26.26,101.94,16.00,508.00,0.210555,0.217609,0.229609,0.215406,null,null,null
2020-09-02T22:54:49Z,26.68,60.69,99,0,27.30,101.94,16.00,508.00,0.209148,0.217391,0.228125,0.215164,null,null,null
2020-09-02T22:55:19Z,26.68,60.72,99,0,25.38,101.94,16.00,508.00,0.209906,0.217391,0.228516,0.215172,null,null,null
2020-09-02T22:55:49Z,26.65,60.70,99,0,25.82,101.95,16.00,508.00,0.210648,0.217328,0.230391,0.215906,null,null,null
2020-09-02T22:56:19Z,26.66,60.67,99,0,26.73,101.95,16.00,508.00,0.210703,0.217344,0.228602,0.215297,null,null,null
2020-09-02T22:56:49Z,26.68,60.67,99,0,29.61,101.95,16.00,508.00,0.210328,0.217945,0.228617,0.215023,null,null,null
2020-09-02T22:57:19Z,26.68,60.67,99,0,24.72,101.95,17.00,518.00,0.210195,0.217063,0.228313,0.215242,null,null,null
2020-09-02T22:57:49Z,26.65,60.71,99,0,29.16,101.94,17.00,518.00,0.209602,0.217836,0.227305,0.214625,null,null,null
2020-09-02T22:58:19Z,26.66,60.67,99,0,25.98,101.94,16.00,508.00,0.209891,0.217609,0.229578,0.215359,null,null,null
2020-09-02T22:58:49Z,26.68,60.69,99,0,41.57,101.94,16.00,508.00,0.209531,0.217445,0.228758,0.215219,null,null,null
2020-09-02T22:59:19Z,26.66,60.70,99,0,26.84,101.94,16.00,508.00,0.208758,0.216633,0.227641,0.215328,null,null,null
2020-09-02T22:59:49Z,26.65,60.67,99,0,27.68,101.95,16.00,508.00,0.209867,0.217133,0.227273,0.215766,null,null,null
2020-09-02T23:00:19Z,26.65,60.71,99,0,31.87,101.94,16.00,508.00,0.209781,0.218070,0.228906,0.215234,null,null,null
2020-09-02T23:00:49Z,26.68,60.68,99,0,27.59,101.94,16.00,508.00,0.210320,0.217328,0.227914,0.215641,null,null,null
2020-09-02T23:01:19Z,26.68,60.74,99,0,26.64,101.95,16.00,508.00,0.210695,0.216930,0.229383,0.216133,null,null,null
2020-09-02T23:01:49Z,26.66,60.74,99,0,31.88,101.94,16.00,508.00,0.209727,0.218219,0.226961,0.214930,null,null,null
2020-09-02T23:02:19Z,26.66,60.69,99,0,26.00,101.94,16.00,508.00,0.211766,0.218242,0.229461,0.215141,null,null,null
2020-09-02T23:02:49Z,26.66,60.76,99,0,27.47,101.94,16.00,508.00,0.209648,0.216602,0.227094,0.215367,null,null,null
2020-09-02T23:03:19Z,26.68,60.70,99,0,32.38,101.95,16.00,508.00,0.209711,0.216875,0.229508,0.215312,null,null,null
2020-09-02T23:03:49Z,26.66,60.69,99,0,40.23,101.94,16.00,508.00,0.210555,0.217844,0.228977,0.216562,null,null,null
2020-09-02T23:04:19Z,26.66,60.71,99,0,29.99,101.94,16.00,508.00,0.210211,0.216234,0.228586,0.215102,null,null,null
2020-09-02T23:04:49Z,26.66,60.73,99,0,33.20,101.95,16.00,508.00,0.210531,0.216492,0.228547,0.215188,null,null,null
2020-09-02T23:05:19Z,26.65,60.73,99,0,41.50,101.95,17.00,518.00,0.210250,0.217031,0.229258,0.215852,null,null,null
2020-09-02T23:05:49Z,26.64,60.71,99,0,42.85,101.95,17.00,518.00,0.209133,0.215930,0.228938,0.215516,null,null,null
2020-09-02T23:06:19Z,26.66,60.69,99,0,31.97,101.95,16.00,508.00,0.208898,0.216867,0.227437,0.215547,null,null,null
2020-09-02T23:06:49Z,26.65,60.71,99,0,26.16,101.95,16.00,508.00,0.209586,0.216922,0.227719,0.214570,null,null,null
2020-09-02T23:07:19Z,26.64,60.71,99,0,25.00,101.95,17.00,518.00,0.211070,0.217672,0.227914,0.215039,null,null,null
2020-09-02T23:07:49Z,26.65,60.70,99,0,28.54,101.95,17.00,518.00,0.210078,0.216531,0.229375,0.215687,null,null,null
2020-09-02T23:08:19Z,26.65,60.69,99,0,34.62,101.95,16.00,508.00,0.210070,0.217453,0.226203,0.214813,null,null,null
2020-09-02T23:08:49Z,26.64,60.69,99,0,29.69,101.95,16.00,508.00,0.208875,0.216102,0.228375,0.215055,null,null,null
2020-09-02T23:09:19Z,26.66,60.67,99,0,26.19,101.95,16.00,508.00,0.210602,0.217180,0.229391,0.215242,null,null,null
2020-09-02T23:09:49Z,26.65,60.65,99,0,24.89,101.95,16.00,508.00,0.211227,0.218164,0.227539,0.215461,null,null,null
2020-09-02T23:10:19Z,26.66,60.66,99,0,27.22,101.95,17.00,518.00,0.209930,0.217578,0.228797,0.215398,null,null,null
2020-09-02T23:10:49Z,26.64,60.67,99,0,28.51,101.95,17.00,518.00,0.210133,0.217586,0.228047,0.215578,null,null,null
2020-09-02T23:11:19Z,26.66,60.72,99,0,28.34,101.95,17.00,518.00,0.208922,0.216422,0.227742,0.215719,null,null,null
2020-09-02T23:11:49Z,26.66,60.75,99,0,28.17,101.95,17.00,518.00,0.209977,0.217484,0.227984,0.215312,null,null,null
2020-09-02T23:12:19Z,26.64,60.71,99,0,27.18,101.95,17.00,518.00,0.211688,0.217508,0.229445,0.215734,null,null,null
2020-09-02T23:12:49Z,26.65,60.70,99,0,26.19,101.96,17.00,518.00,0.208805,0.216664,0.228781,0.215508,null,null,null
2020-09-02T23:13:19Z,26.64,60.65,99,0,25.53,101.96,17.00,518.00,0.210109,0.216852,0.227719,0.215008,null,null,null
2020-09-02T23:13:49Z,26.64,60.70,99,0,32.12,101.95,17.00,518.00,0.209461,0.217992,0.228383,0.215555,null,null,null
2020-09-02T23:14:19Z,26.66,60.70,99,0,27.28,101.95,17.00,518.00,0.209383,0.217562,0.227648,0.215352,null,null,null
2020-09-02T23:14:49Z,26.66,60.62,99,0,25.41,101.95,17.00,518.00,0.208109,0.217172,0.226594,0.214422,null,null,null
2020-09-02T23:15:19Z,26.64,60.73,99,0,28.17,101.95,17.00,518.00,0.212023,0.217625,0.228188,0.215305,null,null,null
2020-09-02T23:15:49Z,26.68,60.63,99,0,28.17,101.95,17.00,518.00,0.210641,0.217461,0.229102,0.215125,null,null,null
2020-09-02T23:16:19Z,26.65,60.69,99,0,27.59,101.95,17.00,518.00,0.209898,0.215687,0.227711,0.215141,null,null,null
2020-09-02T23:16:49Z,26.65,60.71,99,0,26.55,101.95,17.00,518.00,0.209891,0.218477,0.228219,0.215195,null,null,null
2020-09-02T23:17:19Z,26.66,60.70,99,0,25.22,101.95,17.00,518.00,0.209266,0.216117,0.228641,0.214813,null,null,null
2020-09-02T23:17:49Z,26.64,60.72,99,0,27.57,101.95,17.00,518.00,0.210367,0.217297,0.228727,0.215594,null,null,null
2020-09-02T23:18:19Z,26.64,60.70,99,0,25.84,101.96,16.00,508.00,0.210313,0.217016,0.228109,0.214969,null,null,null
2020-09-02T23:18:49Z,26.65,60.69,99,0,27.62,101.95,16.00,508.00,0.210570,0.217031,0.229016,0.215359,null,null,null
2020-09-02T23:19:19Z,26.64,60.70,99,0,29.15,101.95,17.00,518.00,0.209328,0.217281,0.230070,0.215945,null,null,null
2020-09-02T23:19:49Z,26.68,60.63,99,0,25.38,101.95,17.00,518.00,0.210750,0.216469,0.227570,0.214750,null,null,null
2020-09-02T23:20:19Z,26.65,60.68,99,0,27.24,101.95,17.00,518.00,0.209328,0.217039,0.228055,0.215672,null,null,null
2020-09-02T23:20:49Z,26.68,60.63,99,0,27.04,101.95,17.00,518.00,0.210719,0.217086,0.228383,0.214711,null,null,null
2020-09-02T23:21:19Z,26.64,60.62,99,0,27.24,101.95,16.00,508.00,0.209297,0.216016,0.228141,0.216109,null,null,null
2020-09-02T23:21:49Z,26.65,60.70,99,0,29.90,101.95,16.00,508.00,0.210648,0.217547,0.227055,0.215164,null,null,null
2020-09-02T23:22:19Z,26.62,60.68,99,0,27.18,101.95,17.00,518.00,0.210641,0.217227,0.228836,0.215734,null,null,null
2020-09-02T23:22:49Z,26.66,60.70,99,0,29.50,101.95,17.00,518.00,0.209867,0.217367,0.228516,0.216188,null,null,null
2020-09-02T23:23:19Z,26.66,60.70,99,0,28.73,101.95,17.00,518.00,0.208508,0.218437,0.227914,0.216141,null,null,null
2020-09-02T23:23:49Z,26.62,60.68,99,0,25.90,101.95,17.00,518.00,0.208813,0.218250,0.228625,0.215578,null,null,null
2020-09-02T23:24:19Z,26.64,60.70,99,0,28.63,101.95,17.00,518.00,0.209242,0.216766,0.229219,0.216047,null,null,null
2020-09-02T23:24:49Z,26.62,60.72,99,0,26.93,101.95,17.00,518.00,0.209758,0.216172,0.227914,0.214898,null,null,null
2020-09-02T23:25:19Z,26.64,60.65,99,0,28.64,101.95,17.00,518.00,0.208180,0.216414,0.227852,0.215008,null,null,null
2020-09-02T23:25:49Z,26.64,60.67,99,0,26.41,101.95,17.00,518.00,0.209719,0.217492,0.227477,0.214937,null,null,null
2020-09-02T23:26:19Z,26.64,60.63,99,0,26.64,101.95,17.00,518.00,0.209594,0.217305,0.229977,0.215859,null,null,null
2020-09-02T23:26:49Z,26.66,60.69,99,0,29.35,101.95,17.00,518.00,0.210430,0.216641,0.228461,0.215789,null,null,null
2020-09-02T23:27:19Z,26.62,60.71,99,0,27.68,101.95,17.00,518.00,0.210594,0.216422,0.227828,0.215633,null,null,null
2020-09-02T23:27:49Z,26.62,60.73,99,0,30.77,101.95,17.00,518.00,0.210703,0.217242,0.228898,0.215906,null,null,null
2020-09-02T23:28:19Z,26.64,60.76,99,0,27.64,101.95,17.00,518.00,0.208492,0.217469,0.226938,0.215305,null,null,null
2020-09-02T23:28:49Z,26.61,60.73,99,0,26.31,101.95,17.00,518.00,0.208422,0.216836,0.229813,0.215945,null,null,null
2020-09-02T23:29:19Z,26.65,60.67,99,0,27.87,101.95,17.00,518.00,0.209984,0.217906,0.228141,0.214531,null,null,null
2020-09-02T23:29:49Z,26.62,60.66,99,0,26.26,101.95,17.00,518.00,0.211125,0.217500,0.228906,0.215531,null,null,null
2020-09-02T23:30:19Z,26.65,60.71,99,0,26.62,101.95,17.00,518.00,0.211016,0.218039,0.228305,0.214992,null,null,null
2020-09-02T23:30:49Z,26.62,60.70,99,0,36.92,101.95,17.00,518.00,0.209523,0.217031,0.228000,0.215414,null,null,null
2020-09-02T23:31:19Z,26.64,60.67,99,0,29.01,101.95,17.00,518.00,0.208750,0.217937,0.227680,0.215531,null,null,null
2020-09-02T23:31:49Z,26.65,60.69,99,0,26.95,101.95,17.00,518.00,0.209883,0.218117,0.228883,0.215320,null,null,null
2020-09-02T23:32:19Z,26.62,60.70,99,0,26.80,101.95,17.00,518.00,0.209109,0.215617,0.229422,0.215742,null,null,null
2020-09-02T23:32:49Z,26.64,60.68,99,0,26.91,101.95,17.00,518.00,0.209813,0.215891,0.228023,0.214922,null,null,null
2020-09-02T23:33:19Z,26.62,60.70,99,0,25.76,101.95,17.00,518.00,0.210953,0.217633,0.229055,0.215188,null,null,null
2020-09-02T23:33:49Z,26.64,60.67,99,0,25.50,101.95,17.00,518.00,0.211219,0.217164,0.228344,0.214766,null,null,null
2020-09-02T23:34:19Z,26.62,60.67,99,0,27.73,101.95,17.00,518.00,0.210352,0.217117,0.228117,0.215672,null,null,null
2020-09-02T23:34:49Z,26.61,60.73,99,0,26.87,101.95,17.00,518.00,0.209383,0.216578,0.228563,0.215344,null,null,null
2020-09-02T23:35:19Z,26.62,60.73,99,0,26.16,101.95,17.00,518.00,0.211531,0.217016,0.229977,0.215867,null,null,null
2020-09-02T23:35:49Z,26.64,60.70,99,0,26.00,101.95,17.00,518.00,0.209867,0.216859,0.228773,0.215758,null,null,null
2020-09-02T23:36:19Z,26.64,60.70,99,0,25.73,101.95,17.00,518.00,0.209750,0.217914,0.228758,0.214641,null,null,null
2020-09-02T23:36:49Z,26.62,60.69,99,0,27.73,101.95,17.00,518.00,0.209883,0.217937,0.229078,0.215508,null,null,null
2020-09-02T23:37:19Z,26.62,60.68,99,0,29.11,101.95,17.00,518.00,0.210453,0.217469,0.227656,0.215211,null,null,null
2020-09-02T23:37:49Z,26.64,60.71,99,0,26.41,101.95,17.00,518.00,0.209359,0.217414,0.228836,0.215805,null,null,null
2020-09-02T23:38:19Z,26.64,60.68,99,0,25.00,101.95,17.00,518.00,0.208641,0.216016,0.227117,0.215586,null,null,null
2020-09-02T23:38:49Z,26.64,60.73,99,0,27.75,101.95,17.00,518.00,0.210008,0.217430,0.227953,0.215234,null,null,null
2020-09-02T23:39:19Z,26.61,60.69,99,0,25.16,101.95,17.00,518.00,0.208500,0.217195,0.227945,0.215687,null,null,null
2020-09-02T23:39:49Z,26.62,60.67,99,0,26.26,101.95,17.00,518.00,0.208773,0.217945,0.228359,0.215578,null,null,null
2020-09-02T23:40:19Z,26.64,60.70,99,0,24.76,101.95,17.00,518.00,0.210000,0.217477,0.227078,0.215602,null,null,null
2020-09-02T23:40:49Z,26.64,60.68,99,0,28.92,101.94,17.00,518.00,0.210836,0.218242,0.228633,0.215219,null,null,null
2020-09-02T23:41:19Z,26.62,60.66,99,0,25.50,101.95,18.00,523.00,0.209594,0.216703,0.227875,0.216297,null,null,null
2020-09-02T23:41:49Z,26.62,60.69,99,0,26.95,101.95,18.00,523.00,0.209477,0.217633,0.228961,0.215773,null,null,null
2020-09-02T23:42:19Z,26.62,60.68,99,0,25.29,101.95,17.00,518.00,0.210609,0.217664,0.226383,0.215023,null,null,null
2020-09-02T23:42:49Z,26.61,60.68,99,0,28.06,101.94,17.00,518.00,0.209680,0.216172,0.229320,0.215234,null,null,null
2020-09-02T23:43:19Z,26.62,60.74,99,0,27.55,101.94,17.00,518.00,0.210406,0.216711,0.229266,0.215625,null,null,null
2020-09-02T23:43:49Z,26.62,60.62,99,0,26.71,101.94,17.00,518.00,0.209602,0.217547,0.228141,0.215914,null,null,null
2020-09-02T23:44:19Z,26.64,60.69,99,0,28.81,101.95,17.00,518.00,0.210320,0.216500,0.229000,0.215820,null,null,null
2020-09-02T23:44:49Z,26.61,60.66,99,0,27.06,101.94,17.00,518.00,0.209914,0.217523,0.228125,0.215250,null,null,null
2020-09-02T23:45:19Z,26.62,60.66,99,0,27.96,101.95,17.00,518.00,0.209148,0.216813,0.227984,0.215508,null,null,null
2020-09-02T23:45:49Z,26.62,60.72,99,0,25.95,101.94,17.00,518.00,0.209031,0.217937,0.227875,0.215820,null,null,null
2020-09-02T23:46:19Z,26.62,60.72,99,0,27.04,101.95,17.00,518.00,0.209578,0.216344,0.228625,0.215875,null,null,null
2020-09-02T23:46:49Z,26.62,60.71,99,0,26.82,101.95,17.00,518.00,0.209930,0.217500,0.229445,0.215320,null,null,null
2020-09-02T23:47:19Z,26.61,60.71,99,0,26.67,101.95,17.00,518.00,0.209922,0.217820,0.229492,0.215648,null,null,null
2020-09-02T23:47:49Z,26.62,60.69,99,0,26.87,101.95,17.00,518.00,0.211539,0.217023,0.227758,0.214992,null,null,null
2020-09-02T23:48:19Z,26.61,60.71,99,0,26.53,101.95,17.00,518.00,0.209562,0.217375,0.228898,0.215977,null,null,null
2020-09-02T23:48:49Z,26.61,60.69,99,0,23.63,101.95,17.00,518.00,0.210094,0.216867,0.229297,0.215883,null,null,null
2020-09-02T23:49:19Z,26.62,60.73,99,0,26.53,101.94,17.00,518.00,0.211531,0.217328,0.229086,0.215188,null,null,null
2020-09-02T23:49:49Z,26.59,60.72,99,0,28.93,101.95,17.00,518.00,0.210328,0.217547,0.227781,0.215164,null,null,null
2020-09-02T23:50:19Z,26.59,60.74,99,0,26.06,101.94,17.00,518.00,0.208914,0.217703,0.230750,0.215945,null,null,null
2020-09-02T23:50:49Z,26.62,60.75,99,0,27.14,101.95,17.00,518.00,0.210195,0.218141,0.228008,0.215000,null,null,null
2020-09-02T23:51:19Z,26.61,60.71,99,0,29.23,101.94,17.00,518.00,0.208758,0.217406,0.228602,0.215969,null,null,null
2020-09-02T23:51:49Z,26.62,60.71,99,0,24.83,101.95,17.00,518.00,0.209789,0.217125,0.228516,0.215516,null,null,null
2020-09-02T23:52:19Z,26.59,60.71,99,0,27.66,101.94,18.00,523.00,0.210656,0.217844,0.227742,0.215438,null,null,null
2020-09-02T23:52:49Z,26.62,60.66,99,0,24.89,101.95,18.00,523.00,0.210453,0.216953,0.227023,0.215562,null,null,null
2020-09-02T23:53:19Z,26.61,60.69,99,0,28.92,101.95,17.00,518.00,0.211492,0.217609,0.229641,0.215477,null,null,null
2020-09-02T23:53:49Z,26.61,60.75,99,0,27.02,101.95,17.00,518.00,0.210852,0.218242,0.228742,0.215164,null,null,null
2020-09-02T23:54:19Z,26.62,60.70,99,0,27.68,101.94,17.00,518.00,0.209047,0.217453,0.227766,0.214945,null,null,null
2020-09-02T23:54:49Z,26.59,60.74,99,0,26.38,101.95,17.00,518.00,0.209438,0.217094,0.226609,0.215023,null,null,null
